,Filename,Filepath,Gender,Emotion,Emotional Intensity
649,1009_DFA_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_DFA_ANG_XX.wav,female,angry,unknown
650,1009_DFA_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_DFA_DIS_XX.wav,female,disgust,unknown
651,1009_DFA_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_DFA_FEA_XX.wav,female,fear,unknown
652,1009_DFA_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_DFA_HAP_XX.wav,female,happy,unknown
653,1009_DFA_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_DFA_NEU_XX.wav,female,neutral,unknown
654,1009_DFA_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_DFA_SAD_XX.wav,female,sad,unknown
655,1009_IEO_ANG_HI.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_ANG_HI.wav,female,angry,high
656,1009_IEO_ANG_LO.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_ANG_LO.wav,female,angry,low
657,1009_IEO_ANG_MD.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_ANG_MD.wav,female,angry,medium
658,1009_IEO_DIS_HI.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_DIS_HI.wav,female,disgust,high
659,1009_IEO_DIS_LO.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_DIS_LO.wav,female,disgust,low
660,1009_IEO_DIS_MD.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_DIS_MD.wav,female,disgust,medium
661,1009_IEO_FEA_HI.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_FEA_HI.wav,female,fear,high
662,1009_IEO_FEA_LO.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_FEA_LO.wav,female,fear,low
663,1009_IEO_FEA_MD.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_FEA_MD.wav,female,fear,medium
664,1009_IEO_HAP_HI.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_HAP_HI.wav,female,happy,high
665,1009_IEO_HAP_LO.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_HAP_LO.wav,female,happy,low
666,1009_IEO_HAP_MD.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_HAP_MD.wav,female,happy,medium
667,1009_IEO_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_NEU_XX.wav,female,neutral,unknown
668,1009_IEO_SAD_HI.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_SAD_HI.wav,female,sad,high
669,1009_IEO_SAD_LO.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_SAD_LO.wav,female,sad,low
670,1009_IEO_SAD_MD.wav,Data/speech-emotion-recognition-en/Crema/1009_IEO_SAD_MD.wav,female,sad,medium
671,1009_IOM_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IOM_ANG_XX.wav,female,angry,unknown
672,1009_IOM_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IOM_DIS_XX.wav,female,disgust,unknown
673,1009_IOM_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IOM_FEA_XX.wav,female,fear,unknown
674,1009_IOM_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IOM_HAP_XX.wav,female,happy,unknown
675,1009_IOM_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IOM_NEU_XX.wav,female,neutral,unknown
676,1009_IOM_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IOM_SAD_XX.wav,female,sad,unknown
677,1009_ITH_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_ITH_ANG_XX.wav,female,angry,unknown
678,1009_ITH_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_ITH_DIS_XX.wav,female,disgust,unknown
679,1009_ITH_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_ITH_FEA_XX.wav,female,fear,unknown
680,1009_ITH_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_ITH_HAP_XX.wav,female,happy,unknown
681,1009_ITH_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_ITH_NEU_XX.wav,female,neutral,unknown
682,1009_ITH_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_ITH_SAD_XX.wav,female,sad,unknown
683,1009_ITS_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_ITS_ANG_XX.wav,female,angry,unknown
684,1009_ITS_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_ITS_DIS_XX.wav,female,disgust,unknown
685,1009_ITS_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_ITS_FEA_XX.wav,female,fear,unknown
686,1009_ITS_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_ITS_HAP_XX.wav,female,happy,unknown
687,1009_ITS_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_ITS_NEU_XX.wav,female,neutral,unknown
688,1009_ITS_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_ITS_SAD_XX.wav,female,sad,unknown
689,1009_IWL_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IWL_ANG_XX.wav,female,angry,unknown
690,1009_IWL_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IWL_DIS_XX.wav,female,disgust,unknown
691,1009_IWL_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IWL_FEA_XX.wav,female,fear,unknown
692,1009_IWL_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IWL_HAP_XX.wav,female,happy,unknown
693,1009_IWL_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IWL_NEU_XX.wav,female,neutral,unknown
694,1009_IWL_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IWL_SAD_XX.wav,female,sad,unknown
695,1009_IWW_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IWW_ANG_XX.wav,female,angry,unknown
696,1009_IWW_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IWW_DIS_XX.wav,female,disgust,unknown
697,1009_IWW_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IWW_FEA_XX.wav,female,fear,unknown
698,1009_IWW_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IWW_HAP_XX.wav,female,happy,unknown
699,1009_IWW_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IWW_NEU_XX.wav,female,neutral,unknown
700,1009_IWW_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_IWW_SAD_XX.wav,female,sad,unknown
701,1009_TAI_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TAI_ANG_XX.wav,female,angry,unknown
702,1009_TAI_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TAI_DIS_XX.wav,female,disgust,unknown
703,1009_TAI_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TAI_FEA_XX.wav,female,fear,unknown
704,1009_TAI_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TAI_HAP_XX.wav,female,happy,unknown
705,1009_TAI_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TAI_NEU_XX.wav,female,neutral,unknown
706,1009_TAI_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TAI_SAD_XX.wav,female,sad,unknown
707,1009_TIE_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TIE_ANG_XX.wav,female,angry,unknown
708,1009_TIE_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TIE_DIS_XX.wav,female,disgust,unknown
709,1009_TIE_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TIE_FEA_XX.wav,female,fear,unknown
710,1009_TIE_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TIE_HAP_XX.wav,female,happy,unknown
711,1009_TIE_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TIE_NEU_XX.wav,female,neutral,unknown
712,1009_TIE_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TIE_SAD_XX.wav,female,sad,unknown
713,1009_TSI_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TSI_ANG_XX.wav,female,angry,unknown
714,1009_TSI_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TSI_DIS_XX.wav,female,disgust,unknown
715,1009_TSI_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TSI_FEA_XX.wav,female,fear,unknown
716,1009_TSI_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TSI_HAP_XX.wav,female,happy,unknown
717,1009_TSI_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TSI_NEU_XX.wav,female,neutral,unknown
718,1009_TSI_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_TSI_SAD_XX.wav,female,sad,unknown
719,1009_WSI_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_WSI_ANG_XX.wav,female,angry,unknown
720,1009_WSI_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_WSI_DIS_XX.wav,female,disgust,unknown
721,1009_WSI_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_WSI_FEA_XX.wav,female,fear,unknown
722,1009_WSI_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_WSI_HAP_XX.wav,female,happy,unknown
723,1009_WSI_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_WSI_NEU_XX.wav,female,neutral,unknown
724,1009_WSI_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1009_WSI_SAD_XX.wav,female,sad,unknown
725,1010_DFA_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_DFA_ANG_XX.wav,female,angry,unknown
726,1010_DFA_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_DFA_DIS_XX.wav,female,disgust,unknown
727,1010_DFA_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_DFA_FEA_XX.wav,female,fear,unknown
728,1010_DFA_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_DFA_HAP_XX.wav,female,happy,unknown
729,1010_DFA_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_DFA_NEU_XX.wav,female,neutral,unknown
730,1010_DFA_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_DFA_SAD_XX.wav,female,sad,unknown
731,1010_IEO_ANG_HI.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_ANG_HI.wav,female,angry,high
732,1010_IEO_ANG_LO.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_ANG_LO.wav,female,angry,low
733,1010_IEO_ANG_MD.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_ANG_MD.wav,female,angry,medium
734,1010_IEO_DIS_HI.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_DIS_HI.wav,female,disgust,high
735,1010_IEO_DIS_LO.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_DIS_LO.wav,female,disgust,low
736,1010_IEO_DIS_MD.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_DIS_MD.wav,female,disgust,medium
737,1010_IEO_FEA_HI.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_FEA_HI.wav,female,fear,high
738,1010_IEO_FEA_LO.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_FEA_LO.wav,female,fear,low
739,1010_IEO_FEA_MD.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_FEA_MD.wav,female,fear,medium
740,1010_IEO_HAP_HI.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_HAP_HI.wav,female,happy,high
741,1010_IEO_HAP_LO.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_HAP_LO.wav,female,happy,low
742,1010_IEO_HAP_MD.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_HAP_MD.wav,female,happy,medium
743,1010_IEO_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_NEU_XX.wav,female,neutral,unknown
744,1010_IEO_SAD_HI.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_SAD_HI.wav,female,sad,high
745,1010_IEO_SAD_LO.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_SAD_LO.wav,female,sad,low
746,1010_IEO_SAD_MD.wav,Data/speech-emotion-recognition-en/Crema/1010_IEO_SAD_MD.wav,female,sad,medium
747,1010_IOM_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IOM_ANG_XX.wav,female,angry,unknown
748,1010_IOM_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IOM_DIS_XX.wav,female,disgust,unknown
749,1010_IOM_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IOM_FEA_XX.wav,female,fear,unknown
750,1010_IOM_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IOM_HAP_XX.wav,female,happy,unknown
751,1010_IOM_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IOM_NEU_XX.wav,female,neutral,unknown
752,1010_IOM_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IOM_SAD_XX.wav,female,sad,unknown
753,1010_ITH_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_ITH_ANG_XX.wav,female,angry,unknown
754,1010_ITH_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_ITH_DIS_XX.wav,female,disgust,unknown
755,1010_ITH_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_ITH_FEA_XX.wav,female,fear,unknown
756,1010_ITH_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_ITH_HAP_XX.wav,female,happy,unknown
757,1010_ITH_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_ITH_NEU_XX.wav,female,neutral,unknown
758,1010_ITH_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_ITH_SAD_XX.wav,female,sad,unknown
759,1010_ITS_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_ITS_ANG_XX.wav,female,angry,unknown
760,1010_ITS_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_ITS_DIS_XX.wav,female,disgust,unknown
761,1010_ITS_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_ITS_FEA_XX.wav,female,fear,unknown
762,1010_ITS_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_ITS_HAP_XX.wav,female,happy,unknown
763,1010_ITS_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_ITS_NEU_XX.wav,female,neutral,unknown
764,1010_ITS_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_ITS_SAD_XX.wav,female,sad,unknown
765,1010_IWL_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IWL_ANG_XX.wav,female,angry,unknown
766,1010_IWL_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IWL_DIS_XX.wav,female,disgust,unknown
767,1010_IWL_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IWL_FEA_XX.wav,female,fear,unknown
768,1010_IWL_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IWL_HAP_XX.wav,female,happy,unknown
769,1010_IWL_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IWL_NEU_XX.wav,female,neutral,unknown
770,1010_IWL_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IWL_SAD_XX.wav,female,sad,unknown
771,1010_IWW_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IWW_ANG_XX.wav,female,angry,unknown
772,1010_IWW_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IWW_DIS_XX.wav,female,disgust,unknown
773,1010_IWW_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IWW_FEA_XX.wav,female,fear,unknown
774,1010_IWW_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IWW_HAP_XX.wav,female,happy,unknown
775,1010_IWW_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IWW_NEU_XX.wav,female,neutral,unknown
776,1010_IWW_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_IWW_SAD_XX.wav,female,sad,unknown
777,1010_MTI_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_MTI_ANG_XX.wav,female,angry,unknown
778,1010_MTI_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_MTI_DIS_XX.wav,female,disgust,unknown
779,1010_MTI_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_MTI_FEA_XX.wav,female,fear,unknown
780,1010_MTI_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_MTI_HAP_XX.wav,female,happy,unknown
781,1010_MTI_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_MTI_NEU_XX.wav,female,neutral,unknown
782,1010_MTI_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_MTI_SAD_XX.wav,female,sad,unknown
783,1010_TAI_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TAI_ANG_XX.wav,female,angry,unknown
784,1010_TAI_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TAI_DIS_XX.wav,female,disgust,unknown
785,1010_TAI_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TAI_FEA_XX.wav,female,fear,unknown
786,1010_TAI_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TAI_HAP_XX.wav,female,happy,unknown
787,1010_TAI_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TAI_NEU_XX.wav,female,neutral,unknown
788,1010_TAI_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TAI_SAD_XX.wav,female,sad,unknown
789,1010_TIE_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TIE_ANG_XX.wav,female,angry,unknown
790,1010_TIE_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TIE_DIS_XX.wav,female,disgust,unknown
791,1010_TIE_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TIE_FEA_XX.wav,female,fear,unknown
792,1010_TIE_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TIE_HAP_XX.wav,female,happy,unknown
793,1010_TIE_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TIE_NEU_XX.wav,female,neutral,unknown
794,1010_TIE_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TIE_SAD_XX.wav,female,sad,unknown
795,1010_TSI_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TSI_ANG_XX.wav,female,angry,unknown
796,1010_TSI_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TSI_DIS_XX.wav,female,disgust,unknown
797,1010_TSI_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TSI_FEA_XX.wav,female,fear,unknown
798,1010_TSI_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TSI_HAP_XX.wav,female,happy,unknown
799,1010_TSI_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TSI_NEU_XX.wav,female,neutral,unknown
800,1010_TSI_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_TSI_SAD_XX.wav,female,sad,unknown
801,1010_WSI_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_WSI_ANG_XX.wav,female,angry,unknown
802,1010_WSI_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_WSI_DIS_XX.wav,female,disgust,unknown
803,1010_WSI_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_WSI_FEA_XX.wav,female,fear,unknown
804,1010_WSI_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_WSI_HAP_XX.wav,female,happy,unknown
805,1010_WSI_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_WSI_NEU_XX.wav,female,neutral,unknown
806,1010_WSI_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1010_WSI_SAD_XX.wav,female,sad,unknown
807,1011_DFA_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_DFA_ANG_XX.wav,male,angry,unknown
808,1011_DFA_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_DFA_DIS_XX.wav,male,disgust,unknown
809,1011_DFA_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_DFA_FEA_XX.wav,male,fear,unknown
810,1011_DFA_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_DFA_HAP_XX.wav,male,happy,unknown
811,1011_DFA_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_DFA_NEU_XX.wav,male,neutral,unknown
812,1011_DFA_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_DFA_SAD_XX.wav,male,sad,unknown
813,1011_IEO_ANG_HI.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_ANG_HI.wav,male,angry,high
814,1011_IEO_ANG_LO.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_ANG_LO.wav,male,angry,low
815,1011_IEO_ANG_MD.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_ANG_MD.wav,male,angry,medium
816,1011_IEO_DIS_HI.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_DIS_HI.wav,male,disgust,high
817,1011_IEO_DIS_LO.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_DIS_LO.wav,male,disgust,low
818,1011_IEO_DIS_MD.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_DIS_MD.wav,male,disgust,medium
819,1011_IEO_FEA_HI.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_FEA_HI.wav,male,fear,high
820,1011_IEO_FEA_LO.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_FEA_LO.wav,male,fear,low
821,1011_IEO_FEA_MD.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_FEA_MD.wav,male,fear,medium
822,1011_IEO_HAP_HI.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_HAP_HI.wav,male,happy,high
823,1011_IEO_HAP_LO.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_HAP_LO.wav,male,happy,low
824,1011_IEO_HAP_MD.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_HAP_MD.wav,male,happy,medium
825,1011_IEO_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_NEU_XX.wav,male,neutral,unknown
826,1011_IEO_SAD_HI.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_SAD_HI.wav,male,sad,high
827,1011_IEO_SAD_LO.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_SAD_LO.wav,male,sad,low
828,1011_IEO_SAD_MD.wav,Data/speech-emotion-recognition-en/Crema/1011_IEO_SAD_MD.wav,male,sad,medium
829,1011_IOM_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IOM_ANG_XX.wav,male,angry,unknown
830,1011_IOM_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IOM_DIS_XX.wav,male,disgust,unknown
831,1011_IOM_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IOM_FEA_XX.wav,male,fear,unknown
832,1011_IOM_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IOM_HAP_XX.wav,male,happy,unknown
833,1011_IOM_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IOM_NEU_XX.wav,male,neutral,unknown
834,1011_IOM_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IOM_SAD_XX.wav,male,sad,unknown
835,1011_ITH_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_ITH_ANG_XX.wav,male,angry,unknown
836,1011_ITH_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_ITH_DIS_XX.wav,male,disgust,unknown
837,1011_ITH_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_ITH_FEA_XX.wav,male,fear,unknown
838,1011_ITH_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_ITH_HAP_XX.wav,male,happy,unknown
839,1011_ITH_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_ITH_NEU_XX.wav,male,neutral,unknown
840,1011_ITH_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_ITH_SAD_XX.wav,male,sad,unknown
841,1011_ITS_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_ITS_ANG_XX.wav,male,angry,unknown
842,1011_ITS_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_ITS_DIS_XX.wav,male,disgust,unknown
843,1011_ITS_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_ITS_FEA_XX.wav,male,fear,unknown
844,1011_ITS_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_ITS_HAP_XX.wav,male,happy,unknown
845,1011_ITS_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_ITS_NEU_XX.wav,male,neutral,unknown
846,1011_ITS_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_ITS_SAD_XX.wav,male,sad,unknown
847,1011_IWL_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IWL_ANG_XX.wav,male,angry,unknown
848,1011_IWL_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IWL_DIS_XX.wav,male,disgust,unknown
849,1011_IWL_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IWL_FEA_XX.wav,male,fear,unknown
850,1011_IWL_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IWL_HAP_XX.wav,male,happy,unknown
851,1011_IWL_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IWL_NEU_XX.wav,male,neutral,unknown
852,1011_IWL_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IWL_SAD_XX.wav,male,sad,unknown
853,1011_IWW_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IWW_ANG_XX.wav,male,angry,unknown
854,1011_IWW_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IWW_DIS_XX.wav,male,disgust,unknown
855,1011_IWW_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IWW_FEA_XX.wav,male,fear,unknown
856,1011_IWW_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IWW_HAP_XX.wav,male,happy,unknown
857,1011_IWW_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IWW_NEU_XX.wav,male,neutral,unknown
858,1011_IWW_SAD_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_IWW_SAD_XX.wav,male,sad,unknown
859,1011_MTI_ANG_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_MTI_ANG_XX.wav,male,angry,unknown
860,1011_MTI_DIS_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_MTI_DIS_XX.wav,male,disgust,unknown
861,1011_MTI_FEA_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_MTI_FEA_XX.wav,male,fear,unknown
862,1011_MTI_HAP_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_MTI_HAP_XX.wav,male,happy,unknown
863,1011_MTI_NEU_XX.wav,Data/speech-emotion-recognition-en/Crema/1011_MTI_NEU_XX.wav,male,neutral,unknown
